STATE,FATAL,SERIOUS,MINOR,TOTAL CASES,NUMBER INJURED,NUMBER KILLED,TOTAL CASUALTY,PEOPLE INVOLVED,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,QUARTER,YEAR,All Sky Surface Total PAR (MJ/m^2/day),All Sky Surface UV Index (W m-2 x 40),deg Cloud Amount (%),Surface Soil Wetness (1),Precipitation Corrected (mm/day),Surface Pressure (kPa),Specific Humidity at 2 Meters (g/kg),Temperature at 2 Meters (C),Dew/Frost Point at 2 Meters (C),Earth Skin Temperature (C),Wind Direction at 2 Meters (Degrees),Wind Speed at 10 Meters Range (m/s),Wind Speed at 2 Meters (m/s),CAUSE_SUM,CAUSE_RATE,lat,lon
NASARAWA,37,191,9,237,602,65,667,1286,133,0,9,5,2,1,0,29,35,1,26,3,1,1,1,0,32,27,Q2,2022,8.556666666666667,1.9266666666666667,76.22333333333334,0.7233333333333333,10.293333333333337,98.26333333333332,18.32,26.093333333333334,23.30666666666667,26.246666666666663,222.4333333333333,2.2566666666666664,1.51,904,3.8143459915611815,8.54,7.7197
NIGER,34,92,2,128,456,75,531,855,141,0,7,2,0,1,0,15,1,1,5,1,0,1,0,2,4,4,Q2,2022,8.79,1.9533333333333327,76.71666666666667,0.4433333333333333,2.85,99.52666666666666,17.476666666666667,28.633333333333336,22.71666666666667,29.3,204.66666666666663,2.64,1.6233333333333333,659,5.1484375,9.0819,6.019
OGUN,54,150,35,239,595,90,685,1586,243,1,8,4,5,0,0,20,19,0,26,0,0,2,0,0,5,11,Q2,2022,7.739999999999999,1.7633333333333334,76.96333333333332,0.7600000000000001,7.723333333333334,100.03666666666668,18.88,25.89333333333333,24.096666666666664,25.973333333333333,216.16666666666663,1.6333333333333335,1.1133333333333333,924,3.866108786610879,6.998,3.4737
ONDO,25,74,15,114,244,35,279,529,90,0,5,4,3,1,0,13,21,4,14,0,0,0,0,0,0,1,Q2,2022,7.916666666666667,1.83,76.42,0.8533333333333334,7.15,96.81333333333332,18.07333333333333,24.57333333333333,22.836666666666662,24.653333333333336,223.73333333333332,2.0766666666666667,1.32,393,3.4473684210526314,7.2508,5.2103
OSUN,15,56,7,78,245,20,265,588,61,0,12,3,6,1,0,11,4,3,13,0,0,0,0,0,0,2,Q2,2022,7.993333333333332,1.836666666666667,76.03666666666668,0.87,8.610000000000001,98.16666666666669,18.453333333333333,25.096666666666664,23.406666666666663,25.11,219.2,1.6233333333333333,1.0033333333333332,343,4.397435897435898,7.5629,4.52
OYO,51,107,13,171,378,64,442,1084,106,1,22,8,15,1,0,12,13,0,10,0,0,0,0,4,0,3,Q2,2022,7.996666666666667,1.83,79.53,0.7566666666666667,7.543333333333334,97.86333333333334,18.12,25.286666666666665,23.06,25.4,216.96666666666667,2.3766666666666665,1.7233333333333334,613,3.584795321637427,7.85,3.933
PLATEAU,21,37,4,62,184,39,223,627,26,0,2,9,5,1,1,10,4,0,0,2,0,0,0,1,1,13,Q2,2022,9.12,2.0966666666666667,71.48,0.7000000000000001,10.026666666666666,95.08,17.026666666666667,25.50666666666667,21.42333333333333,25.926666666666662,240.66666666666663,2.6933333333333334,1.8733333333333333,285,4.596774193548387,9.2182,9.517
RIVERS,6,10,6,22,54,6,60,165,7,0,3,1,2,0,0,2,5,1,1,0,0,0,0,0,0,1,Q2,2022,7.04,1.67,82.77,0.8566666666666668,8.18,100.75666666666666,18.916666666666668,26.156666666666663,24.25,26.176666666666662,217.2,1.4,0.84,82,3.727272727272727,4.8156,7.0498
SOKOTO,17,12,2,31,126,68,194,248,20,0,4,0,1,0,0,2,1,0,4,0,0,0,0,0,0,8,Q2,2022,10.25,2.1666666666666665,53.96666666666667,0.2966666666666667,5.406666666666666,97.73,14.23,31.066666666666663,18.513333333333332,32.32,203.26666666666665,3.5966666666666662,2.34,225,7.258064516129032,13.0059,5.2476
TARABA,7,57,2,66,162,9,171,294,25,0,3,0,0,0,0,1,24,0,13,1,0,0,0,2,17,0,Q2,2022,8.63,2.0,80.07,0.52,5.926666666666667,98.09,17.76,27.156666666666663,22.67333333333333,27.69666666666667,226.23333333333332,3.3833333333333333,2.4066666666666667,237,3.590909090909091,8.8904,11.363
YOBE,18,13,0,31,192,35,227,271,27,0,6,2,0,1,0,1,0,0,0,0,0,0,0,0,6,1,Q2,2022,10.353333333333332,2.2133333333333334,52.99666666666667,0.1666666666666666,1.7466666666666668,96.57333333333334,12.563333333333333,31.36,15.670000000000002,32.806666666666665,204.5,3.563333333333334,2.2566666666666664,258,8.32258064516129,12.0,11.5
ZAMFARA,7,21,0,28,78,13,91,175,19,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,5,0,Q2,2022,10.23,2.2066666666666666,55.223333333333336,0.4533333333333333,6.18,95.02333333333333,15.3,28.0,19.563333333333333,29.08333333333333,218.66666666666663,3.4033333333333338,2.306666666666666,119,4.25,12.1704,6.659
ABIA,5,17,2,24,101,9,110,226,22,0,6,0,3,0,0,2,3,0,3,0,0,0,0,0,0,2,Q3,2022,6.806666666666668,1.54,88.80666666666667,0.7799999999999999,8.013333333333334,100.15,17.656666666666666,25.02,23.02,25.17333333333333,233.16666666666663,2.276666666666667,1.7266666666666666,134,5.583333333333333,5.4527,7.5248
ADAMAWA,3,27,2,32,72,3,75,141,21,0,1,0,2,1,0,5,9,0,0,1,0,0,0,0,18,0,Q3,2022,8.123333333333333,1.8633333333333333,79.76,0.64,7.003333333333333,98.18666666666668,17.459999999999997,25.473333333333333,22.506666666666664,25.613333333333333,256.6333333333333,2.623333333333333,1.61,107,3.34375,9.3265,12.3984
AKWA IBOM,8,13,1,22,55,9,64,126,20,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Q3,2022,,,,,,,,,,,,,,86,3.909090909090909,5.0377,7.9128
ANAMBRA,15,20,7,42,103,20,123,301,19,0,1,1,12,1,0,4,0,1,4,0,0,1,0,0,4,3,Q3,2022,6.946666666666666,1.596666666666667,87.58,0.7733333333333334,7.19,100.01666666666668,17.653333333333332,25.01333333333333,22.996666666666663,25.25,237.33333333333331,2.37,1.99,165,3.928571428571429,6.21,7.07
BAUCHI,29,95,5,129,436,94,530,855,98,0,14,2,1,3,1,10,15,7,3,4,0,0,0,1,7,8,Q3,2022,8.593333333333334,1.9866666666666664,77.63333333333334,0.77,5.333333333333333,95.29333333333334,16.77,24.25,21.36,24.3,215.5,2.44,1.4233333333333331,659,5.108527131782946,10.3158,9.8442
BAYELSA,1,7,4,12,16,1,17,73,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q3,2022,6.656666666666666,1.49,83.92333333333333,0.9266666666666667,8.216666666666667,101.03333333333336,17.716666666666665,25.006666666666664,23.22,25.3,232.0666666666667,2.3233333333333337,1.66,29,2.4166666666666665,4.7719000000000005,6.0699
BENUE,9,57,4,70,227,16,243,404,49,0,3,0,6,0,0,8,1,0,2,0,0,0,0,0,0,4,Q3,2022,7.1000000000000005,1.6233333333333333,84.87333333333333,0.73,6.463333333333334,99.58333333333331,17.316666666666666,25.26,22.60666666666667,25.416666666666668,233.53333333333333,2.803333333333333,1.93,313,4.471428571428572,7.1907,8.1297
BORNO,7,18,0,25,154,22,176,222,10,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,9,1,Q3,2022,8.74,1.9866666666666664,76.72666666666667,0.3966666666666666,4.426666666666667,97.41,16.38,27.32333333333333,21.313333333333333,28.02333333333333,228.4333333333333,2.9333333333333336,2.013333333333333,201,8.04,11.8333,13.15
CROSS RIVER,9,14,5,28,48,17,65,140,26,0,0,1,2,0,0,4,0,1,0,0,0,0,0,0,0,0,Q3,2022,6.303333333333334,1.4766666666666666,92.2,0.8266666666666667,9.7,99.86,17.503333333333334,25.0,22.83,25.096666666666664,231.63333333333333,2.41,1.8133333333333332,93,3.321428571428572,5.9631,8.7268
DELTA,11,28,5,44,137,25,162,255,13,0,7,1,2,1,1,1,1,0,5,1,2,0,0,2,0,5,Q3,2022,6.553333333333334,1.47,77.12,0.9033333333333332,7.329999999999999,101.12,17.603333333333335,24.87,23.133333333333336,24.956666666666667,235.23333333333332,1.4433333333333334,0.45,206,4.681818181818182,5.532,5.8987
EBONYI,11,37,6,54,85,17,102,313,34,0,6,1,1,0,0,6,1,0,4,0,0,0,0,0,5,9,Q3,2022,6.920000000000001,1.596666666666667,88.14666666666666,0.7799999999999999,7.816666666666667,100.18,17.526666666666667,25.30666666666667,22.906666666666663,25.436666666666667,233.0,2.603333333333333,1.9,156,2.888888888888889,6.2649,8.013
EDO,20,31,9,60,133,28,161,487,44,0,4,0,11,1,0,4,3,0,6,0,1,0,0,1,17,5,Q3,2022,6.626666666666666,1.5199999999999998,85.10666666666667,0.8633333333333333,7.586666666666666,100.13,17.69666666666667,24.61,23.05333333333333,24.72666666666667,236.86666666666667,1.7166666666666668,1.0233333333333334,221,3.683333333333333,6.5244,5.8987
EKITI,7,12,1,20,46,16,62,100,38,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,Q3,2022,6.8566666666666665,1.5833333333333333,86.80666666666667,0.9133333333333334,8.773333333333333,96.92333333333332,17.013333333333332,23.46666666666667,21.87333333333333,23.60666666666667,233.33333333333331,2.286666666666666,1.5599999999999998,82,4.1,7.6656,5.3103
ENUGU,12,32,4,48,177,18,195,400,17,0,4,1,9,1,0,0,0,0,4,0,0,0,0,0,10,6,Q3,2022,6.946666666666666,1.596666666666667,87.58,0.7333333333333334,7.496666666666667,99.46666666666664,17.41333333333333,24.906666666666663,22.683333333333334,25.043333333333333,238.26666666666665,2.6366666666666667,1.9833333333333327,243,5.0625,6.5244,7.5086
FCT,56,314,94,464,784,109,893,2399,369,5,11,5,26,12,7,14,31,0,33,5,0,0,0,2,156,23,Q3,2022,7.163333333333334,1.653333333333333,82.68333333333334,0.7166666666666667,7.1433333333333335,98.20333333333332,17.323333333333334,24.91,22.38,25.00333333333333,223.4,2.69,1.4166666666666667,1357,2.924568965517241,8.8941,7.186
GOMBE,6,49,3,58,165,9,174,298,19,1,2,2,2,6,0,0,21,0,0,0,0,0,0,0,18,3,Q3,2022,8.296666666666667,1.8866666666666667,77.90666666666667,0.8433333333333333,7.890000000000001,96.79,17.393333333333334,24.656666666666663,22.21333333333333,24.71,220.7,2.4933333333333336,1.6866666666666668,232,4.0,10.2892,11.167
IMO,3,12,2,17,45,4,49,145,3,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,5,4,Q3,2022,6.806666666666668,1.54,88.80666666666667,0.84,7.406666666666666,100.5,17.766666666666666,25.126666666666665,23.176666666666662,25.33,237.1,2.0866666666666664,1.596666666666667,66,3.882352941176471,5.572,7.0588
JIGAWA,22,124,1,147,503,46,549,842,201,0,9,0,0,9,0,7,1,1,9,7,0,0,0,1,4,3,Q3,2022,9.163333333333332,2.033333333333333,70.65666666666667,0.5166666666666667,4.333333333333333,96.57666666666668,16.44333333333333,26.35333333333333,21.243333333333336,26.496666666666663,208.23333333333332,1.8966666666666667,0.66,696,4.73469387755102,12.228,9.561
KADUNA,64,120,8,192,744,164,908,1462,119,0,9,4,2,2,1,27,19,0,8,0,0,2,0,3,0,4,Q3,2022,7.533333333333334,1.7533333333333332,83.89999999999999,0.91,10.46,94.19,16.776666666666667,23.24666666666667,21.176666666666662,23.383333333333336,214.46666666666667,2.7433333333333336,1.5566666666666666,1100,5.729166666666667,10.3764,7.709799999999999
KANO,34,65,5,104,330,57,387,631,96,0,1,0,2,1,2,2,5,0,8,1,1,0,0,0,13,3,Q3,2022,8.72,1.97,73.29333333333334,0.5133333333333333,4.496666666666667,96.09666666666664,16.363333333333333,26.043333333333333,21.07333333333333,26.043333333333333,207.5,1.6866666666666668,0.3566666666666667,491,4.721153846153846,11.999,8.522
KATSINA,26,28,0,54,221,77,298,417,43,0,6,2,1,0,0,0,2,0,1,0,0,0,0,0,10,2,Q3,2022,8.793333333333333,1.99,69.76,0.6533333333333333,9.88,95.75666666666666,17.206666666666667,25.146666666666665,21.856666666666666,25.26333333333333,230.83333333333331,2.99,1.85,352,6.518518518518518,12.9843,7.6223
KEBBI,16,36,0,52,154,39,193,259,45,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,3,0,Q3,2022,8.92,1.9866666666666664,70.96666666666667,0.5966666666666667,7.086666666666667,98.32333333333334,17.62333333333333,26.45,22.666666666666668,26.506666666666664,208.7,2.1366666666666667,0.9266666666666667,245,4.711538461538462,12.4504,4.1999
KOGI,21,72,17,110,305,36,341,838,99,0,15,3,9,0,0,14,0,0,13,5,4,0,0,5,4,5,Q3,2022,7.283333333333334,1.653333333333333,82.52333333333333,0.8066666666666666,5.96,99.03000000000002,17.45,24.906666666666663,22.64,25.06,230.83333333333331,2.7266666666666666,1.93,451,4.1,7.733,6.6906
KWARA,17,62,1,80,267,30,297,643,96,0,5,4,2,0,2,7,2,0,0,0,0,0,0,0,1,1,Q3,2022,7.086666666666666,1.64,82.32666666666667,0.63,5.553333333333334,97.82333333333334,16.863333333333333,25.1,21.876666666666665,25.44333333333333,224.33333333333331,3.3866666666666667,2.103333333333333,377,4.7125,8.9669,4.3874
LAGOS,20,74,52,146,201,57,258,699,79,0,5,14,8,0,0,8,3,0,6,0,0,3,0,0,0,18,Q3,2022,6.916666666666667,1.5566666666666666,79.0,0.73,6.84,100.93666666666668,17.523333333333337,25.08333333333333,23.023333333333337,25.356666666666666,227.16666666666663,1.8866666666666667,2.9,404,2.767123287671233,6.5244,3.3792
NASARAWA,36,195,10,241,626,78,704,1210,129,0,4,2,3,3,0,19,45,0,21,3,0,1,0,0,39,37,Q3,2022,7.163333333333334,1.653333333333333,82.68333333333334,0.8033333333333333,6.216666666666666,98.40333333333336,17.41,24.74,22.493333333333336,24.80666666666667,233.5,2.5733333333333333,1.4733333333333334,945,3.921161825726141,8.54,7.7197
NIGER,19,100,5,124,308,41,349,546,120,0,3,1,5,1,1,9,4,1,3,0,0,0,0,9,3,7,Q3,2022,7.146666666666666,1.6266666666666667,84.25,0.5666666666666668,5.206666666666667,99.68333333333334,17.506666666666664,26.086666666666662,22.8,26.256666666666664,225.8,2.69,1.5,473,3.814516129032258,9.0819,6.019
OGUN,69,175,62,306,718,102,820,1817,313,2,28,13,17,0,0,29,7,0,34,1,0,1,0,0,6,27,Q3,2022,6.916666666666667,1.5566666666666666,79.0,0.8866666666666667,10.346666666666666,100.17666666666666,17.583333333333332,24.55666666666667,22.95,24.76333333333333,222.4,2.02,1.4566666666666668,1126,3.679738562091503,6.998,3.4737
ONDO,34,99,6,139,356,59,415,1034,103,0,7,3,4,0,0,10,13,5,3,1,0,0,0,1,0,1,Q3,2022,6.8566666666666665,1.5833333333333333,86.80666666666667,0.9133333333333334,8.773333333333333,96.92333333333332,17.013333333333332,23.46666666666667,21.87333333333333,23.60666666666667,233.33333333333331,2.286666666666666,1.5599999999999998,554,3.985611510791367,7.2508,5.2103
OSUN,10,80,5,95,327,30,357,823,78,0,10,3,6,1,2,5,5,0,11,0,0,0,0,0,0,1,Q3,2022,6.37,1.4766666666666666,86.82000000000001,0.9499999999999998,11.49,98.29,17.3,23.883333333333336,22.37,23.936666666666667,225.46666666666667,1.836666666666667,1.23,452,4.757894736842105,7.5629,4.52
OYO,45,115,6,166,514,84,598,1243,105,0,19,6,4,2,3,15,19,2,16,2,0,0,0,2,0,1,Q3,2022,6.533333333333334,1.5033333333333332,81.93333333333334,0.8733333333333334,10.49,97.98,17.156666666666666,23.97666666666667,22.183333333333334,24.10333333333333,220.83333333333331,2.733333333333333,2.063333333333333,764,4.602409638554217,7.85,3.933
PLATEAU,16,51,13,80,227,32,259,552,38,0,5,8,10,0,0,4,9,0,5,3,0,1,0,2,1,6,Q3,2022,7.909999999999999,1.8266666666666669,80.39999999999999,0.8333333333333334,4.823333333333333,95.21333333333332,16.646666666666665,23.326666666666668,21.21333333333333,23.386666666666667,234.46666666666667,2.8166666666666664,1.6733333333333331,339,4.2375,9.2182,9.517
RIVERS,8,9,4,21,42,9,51,204,8,0,1,0,8,0,0,3,3,0,2,0,0,0,0,0,0,0,Q3,2022,6.486666666666667,1.4666666666666668,87.27,0.92,9.659999999999998,100.91,17.796666666666667,25.05666666666667,23.27333333333333,25.13,229.73333333333332,1.78,1.0666666666666669,72,3.4285714285714284,4.8156,7.0498
SOKOTO,24,23,1,48,146,38,184,256,31,0,3,1,1,0,0,6,15,0,1,0,1,0,0,2,0,4,Q3,2022,9.263333333333334,2.07,71.02333333333333,0.6,6.963333333333334,97.94,17.72,26.25,22.69666666666667,26.356666666666666,211.03333333333333,2.7133333333333334,1.5200000000000002,232,4.833333333333333,13.0059,5.2476
TARABA,5,75,1,81,217,8,225,435,18,0,1,0,0,4,1,4,27,3,7,0,0,0,0,0,21,6,Q3,2022,7.12,1.68,86.26666666666667,0.67,6.59,98.26666666666668,17.566666666666666,24.71,22.62333333333333,24.813333333333333,231.9,3.27,1.9066666666666665,306,3.7777777777777777,8.8904,11.363
YOBE,17,27,4,48,191,60,251,365,26,0,1,0,1,0,0,2,2,0,2,0,0,0,0,0,1,21,Q3,2022,9.113333333333332,2.033333333333333,74.60000000000001,0.4933333333333333,5.97,96.79,16.633333333333336,26.32333333333333,21.47666666666667,26.616666666666664,214.46666666666667,2.293333333333333,1.29,299,6.229166666666667,12.0,11.5
ZAMFARA,5,24,0,29,77,12,89,157,22,0,1,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,Q3,2022,8.65,1.95,68.43333333333334,0.62,5.1433333333333335,95.17666666666666,16.793333333333333,24.72666666666667,21.366666666666664,25.016666666666666,206.5666666666667,2.9233333333333333,1.7366666666666666,118,4.068965517241379,12.1704,6.659
ABIA,7,13,13,33,89,7,96,209,12,0,6,1,7,0,0,0,1,0,0,0,0,0,0,0,0,8,Q4,2022,8.08,1.64,65.24666666666667,0.7966666666666667,2.456666666666667,99.99666666666668,16.823333333333334,25.576666666666668,22.07333333333333,25.346666666666664,183.2,2.2466666666666666,1.1466666666666667,129,3.909090909090909,5.4527,7.5248
ADAMAWA,7,27,0,34,117,17,134,213,22,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,Q4,2022,9.823333333333332,1.9433333333333331,31.4,0.48,0.4599999999999999,98.15666666666668,11.12,25.683333333333334,14.263333333333334,25.606666666666666,62.16666666666666,3.3000000000000003,1.7566666666666666,168,4.941176470588236,9.3265,12.3984
AKWA IBOM,7,14,2,23,75,15,90,164,16,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,Q4,2022,,,,,,,,,,,,,,113,4.913043478260869,5.0377,7.9128
ANAMBRA,10,20,10,40,121,14,135,344,21,1,2,5,12,0,0,0,0,0,0,0,0,0,0,0,2,5,Q4,2022,8.583333333333334,1.7333333333333334,56.44,0.7766666666666667,2.263333333333333,99.87,16.286666666666665,25.51333333333333,21.453333333333333,25.25333333333333,203.26666666666665,2.456666666666667,1.3,175,4.375,6.21,7.07
BAUCHI,42,79,1,122,523,93,616,888,72,0,4,2,2,1,2,9,11,5,2,2,0,0,0,1,6,42,Q4,2022,9.586666666666666,1.913333333333333,30.046666666666667,0.5966666666666667,0.7633333333333333,95.35,10.286666666666669,22.0,12.8,21.53,55.8,3.796666666666667,2.036666666666666,738,6.049180327868853,10.3158,9.8442
BAYELSA,1,5,2,8,17,1,18,27,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Q4,2022,7.546666666666667,1.5533333333333337,68.71666666666667,0.8933333333333334,3.893333333333333,100.86333333333334,17.849999999999998,26.136666666666667,23.22666666666667,26.21333333333333,266.53333333333336,1.75,1.096666666666667,26,3.25,4.7719000000000005,6.0699
BENUE,20,49,4,73,225,24,249,395,52,0,7,1,3,0,0,0,0,0,4,1,0,1,0,0,0,8,Q4,2022,9.116666666666667,1.82,45.586666666666666,0.6066666666666666,0.8666666666666667,99.46666666666664,13.656666666666666,25.72,18.21666666666667,25.973333333333333,105.33333333333331,3.52,1.8066666666666664,322,4.410958904109589,7.1907,8.1297
BORNO,10,28,1,39,207,66,273,375,5,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,25,8,Q4,2022,9.616666666666667,1.89,29.746666666666663,0.2366666666666666,0.0266666666666666,97.54,7.483333333333334,25.30666666666667,7.746666666666666,26.1,41.333333333333336,3.6533333333333338,2.74,312,8.0,11.8333,13.15
CROSS RIVER,12,21,6,39,81,21,102,257,27,0,0,1,6,0,0,2,1,0,1,0,0,0,0,0,0,13,Q4,2022,8.353333333333333,1.7366666666666666,65.60666666666667,0.8333333333333334,1.8333333333333333,99.70333333333332,16.55333333333333,25.676666666666662,21.793333333333333,25.53,186.8,2.1933333333333334,1.16,141,3.615384615384616,5.9631,8.7268
DELTA,17,25,6,48,174,30,204,306,27,0,4,0,5,2,0,0,0,2,6,0,1,0,0,0,2,7,Q4,2022,7.876666666666668,1.5833333333333333,58.20000000000001,0.88,3.553333333333333,100.95333333333332,17.903333333333332,25.846666666666664,23.25,25.776666666666667,268.7333333333333,1.0233333333333334,0.34,252,5.25,5.532,5.8987
EBONYI,9,39,7,55,118,19,137,368,16,0,11,2,1,0,0,1,0,0,1,0,0,0,0,0,4,25,Q4,2022,8.846666666666666,1.8,54.23666666666666,0.6633333333333333,1.0433333333333332,100.03666666666668,14.713333333333331,25.91,19.646666666666665,25.97666666666667,104.53333333333336,2.953333333333333,1.5566666666666666,192,3.4909090909090907,6.2649,8.013
EDO,15,34,14,63,142,23,165,487,10,0,5,5,18,2,0,1,0,2,2,0,0,1,0,0,25,27,Q4,2022,8.286666666666667,1.663333333333333,58.66666666666666,0.8300000000000001,2.67,99.98666666666666,16.93,25.313333333333333,22.11,25.03333333333333,182.76666666666668,1.413333333333333,0.7166666666666667,228,3.619047619047619,6.5244,5.8987
EKITI,8,10,1,19,40,9,49,101,11,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,14,Q4,2022,8.526666666666666,1.7,53.80666666666667,0.8533333333333334,3.643333333333333,96.82333333333334,15.503333333333336,24.016666666666666,20.13,23.64333333333333,152.0,1.8733333333333333,1.0366666666666666,68,3.5789473684210527,7.6656,5.3103
ENUGU,12,41,3,56,157,19,176,481,33,0,2,2,17,1,0,0,1,0,3,0,0,1,0,0,2,11,Q4,2022,8.583333333333334,1.7333333333333334,56.44,0.6666666666666666,1.63,99.33,14.786666666666669,25.30666666666667,19.65,25.05333333333333,104.0,2.75,1.46,232,4.142857142857143,6.5244,7.5086
FCT,79,345,58,482,791,127,918,2103,120,5,18,9,17,5,5,5,41,0,36,3,3,0,0,158,195,244,Q4,2022,9.3,1.8533333333333333,40.81666666666667,0.63,1.6866666666666663,98.12666666666668,12.723333333333334,24.74333333333333,16.903333333333332,24.41333333333333,92.7,2.8800000000000003,1.53,1400,2.904564315352697,8.8941,7.186
GOMBE,27,84,4,115,363,47,410,656,33,0,3,7,1,3,0,0,18,0,2,0,0,0,0,0,19,50,Q4,2022,9.666666666666666,1.8966666666666665,30.666666666666668,0.65,0.3533333333333333,96.82333333333334,10.613333333333332,23.063333333333333,13.363333333333337,22.46,55.2,3.6166666666666663,2.0933333333333333,525,4.565217391304348,10.2892,11.167
IMO,9,21,1,31,97,21,118,235,6,0,1,0,3,0,0,0,7,0,0,0,0,0,0,0,3,6,Q4,2022,8.08,1.64,65.24666666666667,0.8300000000000001,2.6933333333333334,100.34,17.040000000000003,25.883333333333336,22.326666666666668,25.706666666666667,183.4666666666667,2.12,1.08,149,4.806451612903226,5.572,7.0588
JIGAWA,44,134,1,179,624,44,668,1043,128,1,7,1,0,13,2,5,5,0,6,11,0,0,0,1,3,128,Q4,2022,9.286666666666669,1.7833333333333332,23.656666666666663,0.2966666666666667,0.13,96.71666666666664,7.873333333333332,23.313333333333333,8.413333333333334,23.46666666666667,51.7,2.686666666666667,1.096666666666667,847,4.731843575418995,12.228,9.561
KADUNA,69,132,4,205,810,142,952,1728,133,0,13,4,3,0,1,4,10,0,15,1,0,0,0,10,0,9,Q4,2022,9.353333333333332,1.8866666666666667,33.696666666666665,0.7399999999999999,0.77,94.19333333333331,10.98,20.86,13.796666666666669,20.356666666666666,66.8,3.826666666666666,2.62,1157,5.64390243902439,10.3764,7.709799999999999
KANO,51,69,0,120,411,94,505,781,66,0,6,0,0,4,0,6,11,0,6,0,0,0,0,0,5,43,Q4,2022,9.26,1.8066666666666664,28.1,0.3566666666666667,0.18,96.22666666666667,8.286666666666667,22.36,9.31,22.236666666666665,53.26666666666667,2.3666666666666667,0.7033333333333333,625,5.208333333333333,11.999,8.522
KATSINA,14,22,0,36,169,32,201,278,21,0,3,0,0,1,0,2,3,0,2,0,0,0,0,0,4,8,Q4,2022,9.236666666666666,1.8066666666666664,21.756666666666664,0.4966666666666667,0.21,95.9,9.153333333333334,21.00333333333333,10.646666666666668,20.41333333333333,80.43333333333334,3.973333333333333,2.563333333333333,237,6.583333333333333,12.9843,7.6223
KEBBI,16,28,0,44,186,43,229,391,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30,Q4,2022,9.216666666666669,1.7733333333333334,22.02,0.4433333333333333,0.36,98.42333333333332,10.286666666666669,23.28333333333333,12.986666666666666,23.206666666666667,76.73333333333333,2.6833333333333336,1.403333333333333,273,6.204545454545454,12.4504,4.1999
